"Subject" "Activity" "Measurement" "Average"
22 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std" -0.12
22 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.meanFreq" 0.14
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean" -0.34
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std" -0.34
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.meanFreq" -0.06
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.58
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.std" -0.7
22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" 0.34
22 "SITTING" "tBodyAcc.mean.X" 0.27
22 "SITTING" "tBodyAcc.mean.Y" -0.01
22 "SITTING" "tBodyAcc.mean.Z" -0.11
22 "SITTING" "tBodyAcc.std.X" -0.98
22 "SITTING" "tBodyAcc.std.Y" -0.93
22 "SITTING" "tBodyAcc.std.Z" -0.92
22 "SITTING" "tGravityAcc.mean.X" 0.84
22 "SITTING" "tGravityAcc.mean.Y" 0.21
22 "SITTING" "tGravityAcc.mean.Z" 0.32
22 "SITTING" "tGravityAcc.std.X" -0.97
22 "SITTING" "tGravityAcc.std.Y" -0.95
22 "SITTING" "tGravityAcc.std.Z" -0.93
22 "SITTING" "tBodyAccJerk.mean.X" 0.08
22 "SITTING" "tBodyAccJerk.mean.Y" 0
22 "SITTING" "tBodyAccJerk.mean.Z" -0.01
22 "SITTING" "tBodyAccJerk.std.X" -0.98
22 "SITTING" "tBodyAccJerk.std.Y" -0.96
22 "SITTING" "tBodyAccJerk.std.Z" -0.98
22 "SITTING" "tBodyGyro.mean.X" -0.04
22 "SITTING" "tBodyGyro.mean.Y" -0.08
22 "SITTING" "tBodyGyro.mean.Z" 0.08
22 "SITTING" "tBodyGyro.std.X" -0.98
22 "SITTING" "tBodyGyro.std.Y" -0.95
22 "SITTING" "tBodyGyro.std.Z" -0.95
22 "SITTING" "tBodyGyroJerk.mean.X" -0.1
22 "SITTING" "tBodyGyroJerk.mean.Y" -0.04
22 "SITTING" "tBodyGyroJerk.mean.Z" -0.05
22 "SITTING" "tBodyGyroJerk.std.X" -0.99
22 "SITTING" "tBodyGyroJerk.std.Y" -0.98
22 "SITTING" "tBodyGyroJerk.std.Z" -0.98
22 "SITTING" "tBodyAccMag.mean" -0.94
22 "SITTING" "tBodyAccMag.std" -0.92
22 "SITTING" "tGravityAccMag.mean" -0.94
22 "SITTING" "tGravityAccMag.std" -0.92
22 "SITTING" "tBodyAccJerkMag.mean" -0.98
22 "SITTING" "tBodyAccJerkMag.std" -0.97
22 "SITTING" "tBodyGyroMag.mean" -0.94
22 "SITTING" "tBodyGyroMag.std" -0.93
22 "SITTING" "tBodyGyroJerkMag.mean" -0.99
22 "SITTING" "tBodyGyroJerkMag.std" -0.98
22 "SITTING" "fBodyAcc.mean.X" -0.98
22 "SITTING" "fBodyAcc.mean.Y" -0.94
22 "SITTING" "fBodyAcc.mean.Z" -0.95
22 "SITTING" "fBodyAcc.std.X" -0.98
22 "SITTING" "fBodyAcc.std.Y" -0.93
22 "SITTING" "fBodyAcc.std.Z" -0.91
22 "SITTING" "fBodyAcc.meanFreq.X" -0.16
22 "SITTING" "fBodyAcc.meanFreq.Y" -0.01
22 "SITTING" "fBodyAcc.meanFreq.Z" -0.1
22 "SITTING" "fBodyAccJerk.mean.X" -0.98
22 "SITTING" "fBodyAccJerk.mean.Y" -0.96
22 "SITTING" "fBodyAccJerk.mean.Z" -0.98
22 "SITTING" "fBodyAccJerk.std.X" -0.98
22 "SITTING" "fBodyAccJerk.std.Y" -0.97
22 "SITTING" "fBodyAccJerk.std.Z" -0.98
22 "SITTING" "fBodyAccJerk.meanFreq.X" 0.21
22 "SITTING" "fBodyAccJerk.meanFreq.Y" -0.06
22 "SITTING" "fBodyAccJerk.meanFreq.Z" -0.04
22 "SITTING" "fBodyGyro.mean.X" -0.98
22 "SITTING" "fBodyGyro.mean.Y" -0.96
22 "SITTING" "fBodyGyro.mean.Z" -0.95
22 "SITTING" "fBodyGyro.std.X" -0.98
22 "SITTING" "fBodyGyro.std.Y" -0.95
22 "SITTING" "fBodyGyro.std.Z" -0.95
22 "SITTING" "fBodyGyro.meanFreq.X" -0.04
22 "SITTING" "fBodyGyro.meanFreq.Y" -0.27
22 "SITTING" "fBodyGyro.meanFreq.Z" -0.12
22 "SITTING" "fBodyAccMag.mean" -0.94
22 "SITTING" "fBodyAccMag.std" -0.93
22 "SITTING" "fBodyAccMag.meanFreq" -0.05
22 "SITTING" "fBodyBodyAccJerkMag.mean" -0.97
22 "SITTING" "fBodyBodyAccJerkMag.std" -0.97
22 "SITTING" "fBodyBodyAccJerkMag.meanFreq" 0.21
22 "SITTING" "fBodyBodyGyroMag.mean" -0.95
22 "SITTING" "fBodyBodyGyroMag.std" -0.93
22 "SITTING" "fBodyBodyGyroMag.meanFreq" -0.17
22 "SITTING" "fBodyBodyGyroJerkMag.mean" -0.98
22 "SITTING" "fBodyBodyGyroJerkMag.std" -0.98
22 "SITTING" "fBodyBodyGyroJerkMag.meanFreq" 0.09
22 "STANDING" "tBodyAcc.mean.X" 0.28
22 "STANDING" "tBodyAcc.mean.Y" -0.02
22 "STANDING" "tBodyAcc.mean.Z" -0.1
22 "STANDING" "tBodyAcc.std.X" -0.99
22 "STANDING" "tBodyAcc.std.Y" -0.92
22 "STANDING" "tBodyAcc.std.Z" -0.94
22 "STANDING" "tGravityAcc.mean.X" 0.95
22 "STANDING" "tGravityAcc.mean.Y" -0.23
22 "STANDING" "tGravityAcc.mean.Z" 0.03
22 "STANDING" "tGravityAcc.std.X" -0.99
22 "STANDING" "tGravityAcc.std.Y" -0.97
22 "STANDING" "tGravityAcc.std.Z" -0.96
22 "STANDING" "tBodyAccJerk.mean.X" 0.08
22 "STANDING" "tBodyAccJerk.mean.Y" 0.01
22 "STANDING" "tBodyAccJerk.mean.Z" -0.01
22 "STANDING" "tBodyAccJerk.std.X" -0.98
22 "STANDING" "tBodyAccJerk.std.Y" -0.95
22 "STANDING" "tBodyAccJerk.std.Z" -0.98
22 "STANDING" "tBodyGyro.mean.X" -0.03
22 "STANDING" "tBodyGyro.mean.Y" -0.07
22 "STANDING" "tBodyGyro.mean.Z" 0.07
22 "STANDING" "tBodyGyro.std.X" -0.92
22 "STANDING" "tBodyGyro.std.Y" -0.96
22 "STANDING" "tBodyGyro.std.Z" -0.96
22 "STANDING" "tBodyGyroJerk.mean.X" -0.1
22 "STANDING" "tBodyGyroJerk.mean.Y" -0.04
22 "STANDING" "tBodyGyroJerk.mean.Z" -0.05
22 "STANDING" "tBodyGyroJerk.std.X" -0.95
22 "STANDING" "tBodyGyroJerk.std.Y" -0.98
22 "STANDING" "tBodyGyroJerk.std.Z" -0.98
22 "STANDING" "tBodyAccMag.mean" -0.95
22 "STANDING" "tBodyAccMag.std" -0.94
22 "STANDING" "tGravityAccMag.mean" -0.95
22 "STANDING" "tGravityAccMag.std" -0.94
22 "STANDING" "tBodyAccJerkMag.mean" -0.98
22 "STANDING" "tBodyAccJerkMag.std" -0.96
22 "STANDING" "tBodyGyroMag.mean" -0.93
22 "STANDING" "tBodyGyroMag.std" -0.9
22 "STANDING" "tBodyGyroJerkMag.mean" -0.98
22 "STANDING" "tBodyGyroJerkMag.std" -0.97
22 "STANDING" "fBodyAcc.mean.X" -0.98
22 "STANDING" "fBodyAcc.mean.Y" -0.93
22 "STANDING" "fBodyAcc.mean.Z" -0.96
22 "STANDING" "fBodyAcc.std.X" -0.99
22 "STANDING" "fBodyAcc.std.Y" -0.92
22 "STANDING" "fBodyAcc.std.Z" -0.94
22 "STANDING" "fBodyAcc.meanFreq.X" 0.01
22 "STANDING" "fBodyAcc.meanFreq.Y" -0.12
22 "STANDING" "fBodyAcc.meanFreq.Z" -0.04
22 "STANDING" "fBodyAccJerk.mean.X" -0.97
22 "STANDING" "fBodyAccJerk.mean.Y" -0.95
22 "STANDING" "fBodyAccJerk.mean.Z" -0.98
22 "STANDING" "fBodyAccJerk.std.X" -0.98
22 "STANDING" "fBodyAccJerk.std.Y" -0.96
22 "STANDING" "fBodyAccJerk.std.Z" -0.98
22 "STANDING" "fBodyAccJerk.meanFreq.X" 0.23
22 "STANDING" "fBodyAccJerk.meanFreq.Y" -0.24
22 "STANDING" "fBodyAccJerk.meanFreq.Z" -0.03
22 "STANDING" "fBodyGyro.mean.X" -0.92
22 "STANDING" "fBodyGyro.mean.Y" -0.97
22 "STANDING" "fBodyGyro.mean.Z" -0.96
22 "STANDING" "fBodyGyro.std.X" -0.92
22 "STANDING" "fBodyGyro.std.Y" -0.96
22 "STANDING" "fBodyGyro.std.Z" -0.96
22 "STANDING" "fBodyGyro.meanFreq.X" -0.39
22 "STANDING" "fBodyGyro.meanFreq.Y" -0.37
22 "STANDING" "fBodyGyro.meanFreq.Z" -0.18
22 "STANDING" "fBodyAccMag.mean" -0.95
22 "STANDING" "fBodyAccMag.std" -0.94
22 "STANDING" "fBodyAccMag.meanFreq" -0.07
22 "STANDING" "fBodyBodyAccJerkMag.mean" -0.96
22 "STANDING" "fBodyBodyAccJerkMag.std" -0.96
22 "STANDING" "fBodyBodyAccJerkMag.meanFreq" 0.11
22 "STANDING" "fBodyBodyGyroMag.mean" -0.93
22 "STANDING" "fBodyBodyGyroMag.std" -0.9
22 "STANDING" "fBodyBodyGyroMag.meanFreq" -0.38
22 "STANDING" "fBodyBodyGyroJerkMag.mean" -0.97
22 "STANDING" "fBodyBodyGyroJerkMag.std" -0.97
22 "STANDING" "fBodyBodyGyroJerkMag.meanFreq" -0.18
22 "LAYING" "tBodyAcc.mean.X" 0.28
22 "LAYING" "tBodyAcc.mean.Y" -0.01
22 "LAYING" "tBodyAcc.mean.Z" -0.11
22 "LAYING" "tBodyAcc.std.X" -0.95
22 "LAYING" "tBodyAcc.std.Y" -0.91
22 "LAYING" "tBodyAcc.std.Z" -0.94
22 "LAYING" "tGravityAcc.mean.X" -0.42
22 "LAYING" "tGravityAcc.mean.Y" 0.63
22 "LAYING" "tGravityAcc.mean.Z" 0.77
22 "LAYING" "tGravityAcc.std.X" -0.93
22 "LAYING" "tGravityAcc.std.Y" -0.96
22 "LAYING" "tGravityAcc.std.Z" -0.95
22 "LAYING" "tBodyAccJerk.mean.X" 0.08
22 "LAYING" "tBodyAccJerk.mean.Y" 0
22 "LAYING" "tBodyAccJerk.mean.Z" 0
22 "LAYING" "tBodyAccJerk.std.X" -0.97
22 "LAYING" "tBodyAccJerk.std.Y" -0.96
22 "LAYING" "tBodyAccJerk.std.Z" -0.97
22 "LAYING" "tBodyGyro.mean.X" -0.02
22 "LAYING" "tBodyGyro.mean.Y" -0.09
22 "LAYING" "tBodyGyro.mean.Z" 0.15
22 "LAYING" "tBodyGyro.std.X" -0.96
22 "LAYING" "tBodyGyro.std.Y" -0.96
22 "LAYING" "tBodyGyro.std.Z" -0.93
22 "LAYING" "tBodyGyroJerk.mean.X" -0.1
22 "LAYING" "tBodyGyroJerk.mean.Y" -0.04
22 "LAYING" "tBodyGyroJerk.mean.Z" -0.07
22 "LAYING" "tBodyGyroJerk.std.X" -0.97
22 "LAYING" "tBodyGyroJerk.std.Y" -0.98
22 "LAYING" "tBodyGyroJerk.std.Z" -0.98
22 "LAYING" "tBodyAccMag.mean" -0.93
22 "LAYING" "tBodyAccMag.std" -0.91
22 "LAYING" "tGravityAccMag.mean" -0.93
22 "LAYING" "tGravityAccMag.std" -0.91
22 "LAYING" "tBodyAccJerkMag.mean" -0.97
22 "LAYING" "tBodyAccJerkMag.std" -0.96
22 "LAYING" "tBodyGyroMag.mean" -0.93
22 "LAYING" "tBodyGyroMag.std" -0.92
22 "LAYING" "tBodyGyroJerkMag.mean" -0.98
22 "LAYING" "tBodyGyroJerkMag.std" -0.97
22 "LAYING" "fBodyAcc.mean.X" -0.95
22 "LAYING" "fBodyAcc.mean.Y" -0.93
22 "LAYING" "fBodyAcc.mean.Z" -0.95
22 "LAYING" "fBodyAcc.std.X" -0.95
22 "LAYING" "fBodyAcc.std.Y" -0.91
22 "LAYING" "fBodyAcc.std.Z" -0.94
22 "LAYING" "fBodyAcc.meanFreq.X" -0.22
22 "LAYING" "fBodyAcc.meanFreq.Y" 0.09
22 "LAYING" "fBodyAcc.meanFreq.Z" 0.21
22 "LAYING" "fBodyAccJerk.mean.X" -0.97
22 "LAYING" "fBodyAccJerk.mean.Y" -0.95
22 "LAYING" "fBodyAccJerk.mean.Z" -0.97
22 "LAYING" "fBodyAccJerk.std.X" -0.97
22 "LAYING" "fBodyAccJerk.std.Y" -0.96
22 "LAYING" "fBodyAccJerk.std.Z" -0.98
22 "LAYING" "fBodyAccJerk.meanFreq.X" 0.07
22 "LAYING" "fBodyAccJerk.meanFreq.Y" -0.12
22 "LAYING" "fBodyAccJerk.meanFreq.Z" 0.04
22 "LAYING" "fBodyGyro.mean.X" -0.95
22 "LAYING" "fBodyGyro.mean.Y" -0.96
22 "LAYING" "fBodyGyro.mean.Z" -0.94
22 "LAYING" "fBodyGyro.std.X" -0.96
22 "LAYING" "fBodyGyro.std.Y" -0.96
22 "LAYING" "fBodyGyro.std.Z" -0.94
22 "LAYING" "fBodyGyro.meanFreq.X" -0.12
22 "LAYING" "fBodyGyro.meanFreq.Y" -0.14
22 "LAYING" "fBodyGyro.meanFreq.Z" 0.06
22 "LAYING" "fBodyAccMag.mean" -0.93
22 "LAYING" "fBodyAccMag.std" -0.91
22 "LAYING" "fBodyAccMag.meanFreq" 0.1
22 "LAYING" "fBodyBodyAccJerkMag.mean" -0.96
22 "LAYING" "fBodyBodyAccJerkMag.std" -0.96
22 "LAYING" "fBodyBodyAccJerkMag.meanFreq" 0.21
22 "LAYING" "fBodyBodyGyroMag.mean" -0.95
22 "LAYING" "fBodyBodyGyroMag.std" -0.92
22 "LAYING" "fBodyBodyGyroMag.meanFreq" -0.08
22 "LAYING" "fBodyBodyGyroJerkMag.mean" -0.98
22 "LAYING" "fBodyBodyGyroJerkMag.std" -0.97
22 "LAYING" "fBodyBodyGyroJerkMag.meanFreq" 0.11
23 "WALKING" "tBodyAcc.mean.X" 0.27
23 "WALKING" "tBodyAcc.mean.Y" -0.02
23 "WALKING" "tBodyAcc.mean.Z" -0.11
23 "WALKING" "tBodyAcc.std.X" -0.31
23 "WALKING" "tBodyAcc.std.Y" -0.12
23 "WALKING" "tBodyAcc.std.Z" 0.16
23 "WALKING" "tGravityAcc.mean.X" 0.94
23 "WALKING" "tGravityAcc.mean.Y" -0.16
23 "WALKING" "tGravityAcc.mean.Z" -0.16
23 "WALKING" "tGravityAcc.std.X" -0.98
23 "WALKING" "tGravityAcc.std.Y" -0.97
23 "WALKING" "tGravityAcc.std.Z" -0.93
23 "WALKING" "tBodyAccJerk.mean.X" 0.1
23 "WALKING" "tBodyAccJerk.mean.Y" 0.01
23 "WALKING" "tBodyAccJerk.mean.Z" 0
23 "WALKING" "tBodyAccJerk.std.X" -0.23
23 "WALKING" "tBodyAccJerk.std.Y" -0.08
23 "WALKING" "tBodyAccJerk.std.Z" -0.03
23 "WALKING" "tBodyGyro.mean.X" -0.06
23 "WALKING" "tBodyGyro.mean.Y" -0.06
23 "WALKING" "tBodyGyro.mean.Z" 0.11
23 "WALKING" "tBodyGyro.std.X" -0.49
23 "WALKING" "tBodyGyro.std.Y" 0.26
23 "WALKING" "tBodyGyro.std.Z" -0.21
23 "WALKING" "tBodyGyroJerk.mean.X" -0.06
23 "WALKING" "tBodyGyroJerk.mean.Y" -0.05
23 "WALKING" "tBodyGyroJerk.mean.Z" -0.09
23 "WALKING" "tBodyGyroJerk.std.X" -0.36
23 "WALKING" "tBodyGyroJerk.std.Y" 0.3
23 "WALKING" "tBodyGyroJerk.std.Z" -0.37
23 "WALKING" "tBodyAccMag.mean" -0.1
23 "WALKING" "tBodyAccMag.std" -0.21
23 "WALKING" "tGravityAccMag.mean" -0.1
23 "WALKING" "tGravityAccMag.std" -0.21
23 "WALKING" "tBodyAccJerkMag.mean" -0.07
23 "WALKING" "tBodyAccJerkMag.std" -0.03
23 "WALKING" "tBodyGyroMag.mean" -0.01
23 "WALKING" "tBodyGyroMag.std" 0.16
23 "WALKING" "tBodyGyroJerkMag.mean" 0.01
23 "WALKING" "tBodyGyroJerkMag.std" 0.25
23 "WALKING" "fBodyAcc.mean.X" -0.28
23 "WALKING" "fBodyAcc.mean.Y" -0.07
23 "WALKING" "fBodyAcc.mean.Z" 0.08
23 "WALKING" "fBodyAcc.std.X" -0.33
23 "WALKING" "fBodyAcc.std.Y" -0.2
23 "WALKING" "fBodyAcc.std.Z" 0.12
23 "WALKING" "fBodyAcc.meanFreq.X" -0.27
23 "WALKING" "fBodyAcc.meanFreq.Y" 0.11
23 "WALKING" "fBodyAcc.meanFreq.Z" 0.12
23 "WALKING" "fBodyAccJerk.mean.X" -0.29
23 "WALKING" "fBodyAccJerk.mean.Y" -0.16
23 "WALKING" "fBodyAccJerk.mean.Z" -0.06
23 "WALKING" "fBodyAccJerk.std.X" -0.24
23 "WALKING" "fBodyAccJerk.std.Y" -0.06
23 "WALKING" "fBodyAccJerk.std.Z" -0.01
23 "WALKING" "fBodyAccJerk.meanFreq.X" -0.27
23 "WALKING" "fBodyAccJerk.meanFreq.Y" -0.28
23 "WALKING" "fBodyAccJerk.meanFreq.Z" -0.37
23 "WALKING" "fBodyGyro.mean.X" -0.34
23 "WALKING" "fBodyGyro.mean.Y" 0.2
23 "WALKING" "fBodyGyro.mean.Z" -0.19
23 "WALKING" "fBodyGyro.std.X" -0.55
23 "WALKING" "fBodyGyro.std.Y" 0.29
23 "WALKING" "fBodyGyro.std.Z" -0.29
23 "WALKING" "fBodyGyro.meanFreq.X" -0.01
23 "WALKING" "fBodyGyro.meanFreq.Y" 0.17
23 "WALKING" "fBodyGyro.meanFreq.Z" -0.05
23 "WALKING" "fBodyAccMag.mean" -0.09
23 "WALKING" "fBodyAccMag.std" -0.41
23 "WALKING" "fBodyAccMag.meanFreq" 0.28
23 "WALKING" "fBodyBodyAccJerkMag.mean" -0.02
23 "WALKING" "fBodyBodyAccJerkMag.std" -0.05
23 "WALKING" "fBodyBodyAccJerkMag.meanFreq" 0.15
23 "WALKING" "fBodyBodyGyroMag.mean" 0.19
23 "WALKING" "fBodyBodyGyroMag.std" -0.06
23 "WALKING" "fBodyBodyGyroMag.meanFreq" 0.41
23 "WALKING" "fBodyBodyGyroJerkMag.mean" 0.15
23 "WALKING" "fBodyBodyGyroJerkMag.std" 0.29
23 "WALKING" "fBodyBodyGyroJerkMag.meanFreq" 0.18
23 "WALKING_UPSTAIRS" "tBodyAcc.mean.X" 0.25
23 "WALKING_UPSTAIRS" "tBodyAcc.mean.Y" -0.03
23 "WALKING_UPSTAIRS" "tBodyAcc.mean.Z" -0.13
23 "WALKING_UPSTAIRS" "tBodyAcc.std.X" -0.24
23 "WALKING_UPSTAIRS" "tBodyAcc.std.Y" 0.04
23 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" 0.1
23 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.84
23 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.21
23 "WALKING_UPSTAIRS" "tGravityAcc.mean.Z" -0.36
23 "WALKING_UPSTAIRS" "tGravityAcc.std.X" -0.93
23 "WALKING_UPSTAIRS" "tGravityAcc.std.Y" -0.91
23 "WALKING_UPSTAIRS" "tGravityAcc.std.Z" -0.9
23 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.X" 0.07
23 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Y" 0.04
23 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Z" 0.02
23 "WALKING_UPSTAIRS" "tBodyAccJerk.std.X" -0.37
23 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Y" -0.33
23 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Z" -0.41
23 "WALKING_UPSTAIRS" "tBodyGyro.mean.X" 0.1
23 "WALKING_UPSTAIRS" "tBodyGyro.mean.Y" -0.11
23 "WALKING_UPSTAIRS" "tBodyGyro.mean.Z" -0.03
23 "WALKING_UPSTAIRS" "tBodyGyro.std.X" -0.55
23 "WALKING_UPSTAIRS" "tBodyGyro.std.Y" -0.29
23 "WALKING_UPSTAIRS" "tBodyGyro.std.Z" -0.03
23 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.X" -0.11
23 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Y" -0.05
23 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Z" -0.09
23 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.X" -0.55
23 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Y" -0.49
23 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Z" -0.54
23 "WALKING_UPSTAIRS" "tBodyAccMag.mean" -0.01
23 "WALKING_UPSTAIRS" "tBodyAccMag.std" -0.27
23 "WALKING_UPSTAIRS" "tGravityAccMag.mean" -0.01
23 "WALKING_UPSTAIRS" "tGravityAccMag.std" -0.27
23 "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean" -0.31
23 "WALKING_UPSTAIRS" "tBodyAccJerkMag.std" -0.36
23 "WALKING_UPSTAIRS" "tBodyGyroMag.mean" -0.16
23 "WALKING_UPSTAIRS" "tBodyGyroMag.std" -0.37
23 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean" -0.5
23 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std" -0.55
23 "WALKING_UPSTAIRS" "fBodyAcc.mean.X" -0.27
23 "WALKING_UPSTAIRS" "fBodyAcc.mean.Y" -0.08
23 "WALKING_UPSTAIRS" "fBodyAcc.mean.Z" -0.07
23 "WALKING_UPSTAIRS" "fBodyAcc.std.X" -0.23
23 "WALKING_UPSTAIRS" "fBodyAcc.std.Y" 0.04
23 "WALKING_UPSTAIRS" "fBodyAcc.std.Z" 0.1
23 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.X" -0.42
23 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Y" -0.19
23 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Z" -0.2
23 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.X" -0.37
23 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Y" -0.33
23 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Z" -0.35
23 "WALKING_UPSTAIRS" "fBodyAccJerk.std.X" -0.42
23 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Y" -0.38
23 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Z" -0.47
23 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.X" -0.28
23 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Y" -0.36
23 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Z" -0.44
23 "WALKING_UPSTAIRS" "fBodyGyro.mean.X" -0.43
23 "WALKING_UPSTAIRS" "fBodyGyro.mean.Y" -0.29
23 "WALKING_UPSTAIRS" "fBodyGyro.mean.Z" -0.16
23 "WALKING_UPSTAIRS" "fBodyGyro.std.X" -0.59
23 "WALKING_UPSTAIRS" "fBodyGyro.std.Y" -0.3
23 "WALKING_UPSTAIRS" "fBodyGyro.std.Z" -0.08
23 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.X" -0.09
23 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Y" -0.14
23 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Z" -0.41
23 "WALKING_UPSTAIRS" "fBodyAccMag.mean" -0.23
23 "WALKING_UPSTAIRS" "fBodyAccMag.std" -0.41
23 "WALKING_UPSTAIRS" "fBodyAccMag.meanFreq" -0.01
23 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean" -0.3
23 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std" -0.45
23 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.meanFreq" 0.15
23 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean" -0.38
23 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std" -0.47
23 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.meanFreq" 0.08
23 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.52
23 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.std" -0.63
23 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" 0.23
23 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.X" 0.29
23 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Y" -0.02
23 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Z" -0.1
23 "WALKING_DOWNSTAIRS" "tBodyAcc.std.X" 0.04
23 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Y" 0.11
23 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" 0.23
23 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.92
23 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.11
23 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Z" -0.15
23 "WALKING_DOWNSTAIRS" "tGravityAcc.std.X" -0.95
23 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Y" -0.94
23 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Z" -0.91
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.X" 0.06
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Y" 0.04
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Z" 0
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.X" 0.2
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Y" -0.09
23 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Z" 0.03
23 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.X" -0.06
23 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Y" -0.09
23 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Z" 0.1
23 "WALKING_DOWNSTAIRS" "tBodyGyro.std.X" -0.42
23 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Y" 0.21
23 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Z" -0.21
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.X" -0.12
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Y" -0.04
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Z" -0.03
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.X" -0.32
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Y" 0.15
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Z" -0.37
23 "WALKING_DOWNSTAIRS" "tBodyAccMag.mean" 0.13
23 "WALKING_DOWNSTAIRS" "tBodyAccMag.std" 0.23
23 "WALKING_DOWNSTAIRS" "tGravityAccMag.mean" 0.13
23 "WALKING_DOWNSTAIRS" "tGravityAccMag.std" 0.23
23 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean" 0.11
23 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std" 0.29
23 "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean" 0.04
23 "WALKING_DOWNSTAIRS" "tBodyGyroMag.std" 0.05
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean" -0.05
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std" 0.06
